target,f1,f2,f3,f4,f5,f6,f7,f8,f9
76.9,384.5,288.2,0,0.2,400.1,500,153000,5,15
29.02,145.1,0,47.5,0.05,500,475.2,324000,5,10
3.35,16.75,24.65,0,0,281,500,99000,5,25
37.08,185.4,2.15,24.65,0.1,499.95,495.65,378000,5,15
2.99,14.95,0,59.6,0,500,121.65,184500,10,35
62.78,313.9,207.9,0,0.15,416.85,500,193500,5,25
50.65,253.25,231.5,0,0.1,369.05,500,153000,5,25
5.29,26.45,0,134.1,0,500,96.75,346500,5,15
4.1,20.5,0,85.15,0,500,117.05,324000,10,35
35.1,175.5,5.2,9.35,0.1,499.8,499.3,346500,5,20
55.84,279.2,212.75,0,0.15,397.7,500,211500,5,10
2.81,14.05,24.3,0,0,250.25,500,67500,5,15
3.13,15.65,29.15,0,0,236.5,500,45000,10,30
54.72,273.6,136.1,0,0.15,447.65,500,175500,5,20
61.2,306,151.75,0,0.15,447.95,500,198000,5,5
5.58,27.9,0,107.8,0,500,125.3,387000,5,25
66.64,333.2,292.85,0,0.15,375.55,500,153000,5,20
62.03,310.15,300.8,0,0.15,358.9,500,157500,5,15
3.74,18.7,0,129.05,0,500,71.7,360000,10,30
2.81,14.05,0,61,0,500,112.25,162000,10,35
49.57,247.85,76.3,0.55,0.1,477.85,500,387000,5,20
84.71,423.55,185.95,0,0.2,457.8,500,247500,5,25
3.42,17.1,0,70,0,500,118.65,297000,5,10
3.06,15.3,0,79.9,0,500,94.05,382500,5,20
2.92,14.6,25.55,0,0,248.05,500,103500,5,20
103.43,517.15,273.4,0,0.25,442.05,500,333000,5,5
2.63,13.15,26.45,0,0,222.6,500,117000,10,30
96.37,481.85,176.6,0,0.2,469.45,500,171000,5,10
2.99,14.95,0,60.65,0,500,119.65,382500,10,35
2.88,14.4,21.05,0,0,282.3,500,414000,10,30
2.77,13.85,23.75,0,0,251.9,500,126000,5,5
68.58,342.9,140.05,0,0.15,462.9,500,346500,5,10
51.48,257.4,84.25,0,0.1,475.2,500,166500,5,25
3.38,16.9,23.75,0,0,289.9,500,58500,5,5
57.53,287.65,107.8,0,0.15,468.2,500,337500,5,10
55.76,278.8,163.25,0,0.15,431.45,500,252000,5,10
2.7,13.5,26.3,0,0,228.35,500,27000,5,10
2.81,14.05,21.6,0,0,272.65,500,54000,5,5
49.79,248.95,67.15,0,0.1,482.75,500,270000,5,10
48.06,240.3,33.3,0.35,0.1,495.25,500,355500,5,25
65.81,329.05,199.25,0,0.15,427.7,500,292500,5,25
3.74,18.7,0,66.4,0,500,135.55,198000,10,35
2.77,13.85,29,0,0,215.5,500,40500,5,5
4.5,22.5,0,82.8,0,500,131.1,229500,10,30
34.02,170.1,132.65,3.8,0.1,394.3,499.9,216000,5,5
113.08,565.4,339.65,0,0.25,428.6,500,153000,5,20
30.17,150.85,0,37.45,0.05,500,485.25,324000,5,15
3.78,18.9,20.35,0,0,340.25,500,121500,5,10
3.92,19.6,19.1,0,0,358.1,500,126000,5,25
2.56,12.8,23.4,0,0,239.95,500,18000,5,5
24.8,124,0.2,47.15,0.05,500,467.35,220500,5,25
3.1,15.5,13.3,0,0,379.45,500,13500,5,20
3.74,18.7,33.5,0,0,243.7,500,90000,5,5
3.82,19.1,0,83.9,0,500,111,378000,10,35
4.57,22.85,21.05,0,0,367.75,500,144000,5,5
42.12,210.6,60.1,0,0.1,480.8,500,189000,5,10
2.99,14.95,26.1,0,0,248.5,500,0,10,30
3.6,18,24.3,0,0,297.6,500,405000,5,15
2.99,14.95,24.65,0,0,259.3,500,90000,10,35
25.7,128.5,21.25,4.5,0.05,493.3,499.7,202500,10,30
3.31,16.55,0,52.75,0,500,149.7,333000,5,25
4.57,22.85,22.3,0,0,357.85,500,4500,5,20
66.1,330.5,150.65,0,0.15,454.95,500,256500,5,20
3.64,18.2,31.3,0,0,251.35,500,13500,5,20
53.96,269.8,251.3,0,0.1,365.85,500,148500,5,15
2.99,14.95,25.2,0,0,255.1,500,36000,5,15
72.97,364.85,141.65,0,0.15,466.1,500,306000,5,15
2.99,14.95,30.6,0,0,219.5,500,45000,10,35
2.74,13.7,0,86.4,0,500,78.3,283500,10,30
2.84,14.2,28.6,0,0,222.35,500,0,5,20
3.53,17.65,0,81.9,0,500,105.35,274500,10,30
4.18,20.9,0,75.4,0,500,133.55,229500,10,35
3.64,18.2,18.7,0,0,348.75,500,58500,5,15
69.08,345.4,169.75,0,0.15,448.75,500,274500,5,15
33.73,168.65,16.2,8.45,0.1,497.7,499.35,315000,5,25
84.92,424.6,200,0,0.2,452.35,500,337500,5,25
2.74,13.7,0,59.6,0,500,112,391500,10,35
3.24,16.2,16.55,0,0,349.75,500,81000,10,35
2.84,14.2,21.8,0,0,272.9,500,99000,10,30
38.09,190.45,3.05,11.9,0.1,499.95,499.05,378000,5,15
51.34,256.7,255.05,0,0.1,354.7,500,153000,5,20
2.95,14.75,20.35,0,0,293.45,500,22500,10,35
3.13,15.65,28.6,0,0,240,500,67500,5,10
68.18,340.9,219.6,0,0.15,420.35,500,202500,5,10
5,25,0,121.7,0,500,100.6,382500,5,5
80.35,401.75,221.6,0,0.2,437.8,500,243000,5,25
3.1,15.5,22.85,0,0,280.7,500,81000,5,20
54.61,273.05,283.5,0,0.15,346.85,500,153000,5,25
6.01,30.05,0,134.8,0,500,108.8,346500,5,15
2.74,13.7,24.5,0,0,244.05,500,90000,5,5
2.92,14.6,23.75,0,0,261.85,500,40500,5,5
65.56,327.8,105.5,0,0.15,475.95,500,180000,5,15
69.62,348.1,159.5,0,0.15,454.55,500,256500,5,25
3.6,18,12.4,1.6,0,411.75,498.05,148500,5,5
29.3,146.5,0.2,44.1,0.05,500,478.8,279000,10,30
5.94,29.7,25.4,0,0,380,500,36000,5,15
5.36,26.8,0,126.9,0,500,103.3,234000,5,20
2.56,12.8,26.45,0,0,217.8,500,423000,5,5
2.74,13.7,29.35,0,0,211.5,500,112500,10,35
40.25,201.25,152.3,0,0.1,398.7,500,427500,5,15
54.18,270.9,88.4,0,0.1,475.35,500,274500,5,25
2.92,14.6,29.35,0,0,222.7,500,94500,10,35
40.93,204.65,70,0,0.1,473.1,500,364500,5,10
2.99,14.95,27.9,0,0,236.15,500,49500,5,20
96.7,483.5,271.1,0,0.2,436.1,500,333000,5,10
2.81,14.05,24.1,0,0,251.8,500,31500,5,15
7.38,36.9,0,132.85,0,500,133.8,229500,5,25
3.06,15.3,25.4,0,0,258,500,67500,5,15
93.02,465.1,159.85,0,0.2,472.85,500,193500,5,20
3.6,18,34.55,0,0,231,500,418500,5,20
68.22,341.1,180.55,0,0.15,441.9,500,301500,5,10
4.54,22.7,0,132.5,0,500,84.45,166500,10,30
3.46,17.3,27,0,0,269.75,500,139500,5,15
29.92,149.6,117.55,0,0.05,393.15,500,148500,5,15
4.14,20.7,0,109.45,0,500,92.9,382500,5,20
52.67,263.35,131.95,0,0.1,447.05,500,175500,5,15
2.7,13.5,23.95,0,0,245.5,500,108000,5,5
2.52,12.6,26.3,0,0,216.05,500,45000,5,20
3.1,15.5,26.8,0,0,250.35,500,58500,10,30
3.42,17.1,18.35,0,0,340.85,500,76500,5,25
57.85,289.25,131.05,0,0.15,455.45,500,283500,5,10
6.77,33.85,0,127.8,0,500,128,310500,10,30
80.57,402.85,222.1,0,0.2,437.85,500,283500,5,20
3.38,16.9,0,68.2,0,500,120.25,360000,10,30
122.26,611.3,336.25,0,0.3,438.1,500,283500,5,25
3.92,19.6,0,119.7,0,500,80.8,382500,10,30
100.01,500.05,220.85,0,0.25,457.4,500,306000,5,20
3.02,15.1,0,57.4,0,500,127.2,387000,10,35
2.84,14.2,25.75,0,0,241.45,500,103500,5,15
56.16,280.8,160.55,0,0.15,434.05,500,265500,5,10
88.16,440.8,202.15,0,0.2,454.5,500,360000,5,25
2.99,14.95,27.35,0,0,239.8,500,126000,5,15
3.31,16.55,18.9,0,0,329.4,500,405000,5,15
4.97,24.85,0,95.2,0,500,126.3,391500,5,15
85.14,425.7,241.9,0,0.2,434.7,500,297000,5,25
2.66,13.3,19.45,0,0,282.25,500,94500,5,5
4.43,22.15,0,101.9,0,500,106.2,234000,5,10
5.54,27.7,0,107.8,0,500,124.45,364500,5,5
5,25,0,127.6,0,500,96.15,175500,10,35
3.13,15.65,0,73.25,0,500,104.45,382500,10,35
3.82,19.1,0,93.05,0,500,100.55,396000,5,25
42.84,214.2,148.7,0,0.1,410.75,500,202500,5,20
126.29,631.45,273.05,0,0.3,458.95,500,301500,5,15
3.06,15.3,15.65,0,0,349.55,500,94500,10,35
4.07,20.35,0,132.85,0,500,75.7,351000,10,30
2.92,14.6,19.25,0,0,302.15,500,90000,5,15
3.78,18.9,13.5,0,0,406.85,500,135000,5,10
3.06,15.3,26.1,0,0,252.85,500,409500,5,10
4.97,24.85,0,129.8,0,500,94,265500,10,35
3.92,19.6,0,94.15,0,500,101.9,297000,5,5
5.44,27.2,0,134.8,0,500,98.9,391500,10,35
3.96,19.8,0,94.7,0,500,102.35,396000,5,15
3.13,15.65,22.5,0,0,285.5,500,76500,5,20
53.35,266.75,59.05,5.6,0.1,488.2,499.9,319500,5,15
6.37,31.85,25,0,0,393.3,500,40500,5,25
2.63,13.15,24.3,0,0,237.95,500,94500,5,5
4.54,22.7,0,109.8,0,500,101.25,396000,5,25
2.88,14.4,21.4,0,0,279.15,500,90000,5,10
61.56,307.8,39.05,2.7,0.15,496,500,288000,10,30
3.85,19.25,23.6,0,0,316.05,500,139500,5,20
3.35,16.75,0,86.95,0,500,94.6,225000,5,20
3.56,17.8,0,132.5,0,500,66.55,319500,10,30
57.17,285.85,153,0,0.15,440.85,500,207000,5,5
3.17,15.85,32.05,0,0,221.65,500,103500,5,15
4.9,24.5,0,84.05,0,500,139.9,315000,10,30
63.11,315.55,206.65,0,0.15,418.3,500,243000,5,5
3.46,17.3,11.7,2.15,0,414.15,496.2,22500,5,15
2.88,14.4,0,24.65,0,500,252.2,22500,5,5
3.24,16.2,0,85.3,0,500,93.3,184500,10,35
4.79,23.95,28.6,0,0,321,500,4500,5,15
87.3,436.5,138.8,14.4,0.2,476.5,499.75,216000,5,5
4.64,23.2,0,104.75,0,500,108.1,360000,10,35
4.5,22.5,32.05,0,0,287.3,500,4500,5,10
3.31,16.55,27.55,0,0,257.5,500,9000,5,5
4.68,23.4,18.7,0,0,390.6,500,31500,10,30
3.64,18.2,0,94.5,0,500,94.55,274500,10,30
74.74,373.7,215.1,0,0.15,433.35,500,279000,5,5
108.58,542.9,198.55,0,0.25,469.6,500,342000,5,10
3.53,17.65,29.35,0,0,257.7,500,139500,5,20
3.42,17.1,26.8,0,0,268.95,500,112500,5,5
59.9,299.5,165.6,0,0.15,437.55,500,288000,5,20
7.38,36.9,0,114.85,0,500,152.95,274500,5,15
50.98,254.9,122.05,0,0.1,450.95,500,162000,5,15
3.64,18.2,19.45,0,0,341.65,500,85500,5,10
3.2,16,0,76.3,0,500,102.6,324000,10,30
55.94,279.7,97.75,0,0.15,472,500,171000,5,10
2.52,12.6,25.4,0,0,222.2,500,76500,5,20
2.84,14.2,27.9,0,0,226.8,500,9000,5,25
3.64,18.2,36,0,0,225.6,500,54000,5,10
30.2,151,2.5,6.65,0.05,499.95,499.5,288000,10,30
2.95,14.75,0,57.4,0,500,124.45,355500,10,35
4,20,15.5,2.15,0,395.2,497.15,400500,5,15
2.66,13.3,21.4,0,0,263.95,500,4500,5,5
108.47,542.35,195.1,0,0.25,470.5,500,171000,5,20
31.93,159.65,44.3,5.6,0.05,481.8,499.7,328500,5,15
2.7,13.5,21.05,0,0,269.9,500,207000,10,35
3.35,16.75,28.6,0,0,252.7,500,58500,10,30
49.21,246.05,57.05,0.7,0.1,487.1,500,297000,5,25
2.59,12.95,0,59.75,0,500,105.9,283500,5,15
2.77,13.85,0,25.2,0,500,240.85,427500,5,15
3.24,16.2,18.35,0,0,330.9,500,31500,5,25
3.82,19.1,14.6,1.45,0,397.25,498.55,54000,5,15
3.28,16.4,0,72,0,500,111.05,369000,5,15
5.87,29.35,26.8,0,0,369.25,500,63000,5,10
2.66,13.3,22.85,0,0,251.5,500,9000,5,25
3.17,15.85,24.65,0,0,270.4,500,9000,10,30
55.22,276.1,176.95,0,0.15,420.95,500,202500,5,5
3.67,18.35,32.05,0,0,248.45,500,409500,5,5
61.52,307.6,128.7,0,0.15,461.25,500,310500,5,10
100.84,504.2,238.85,0,0.25,451.85,500,175500,5,15
4.79,23.95,13.85,0.7,0,432.85,499.8,40500,5,20
4.68,23.4,0,99,0,500,115,225000,10,30
72.25,361.25,162.35,0,0.15,456.05,500,310500,5,10
103.68,518.4,239.75,0,0.25,453.8,500,346500,5,5
2.84,14.2,22.5,0,0,266.85,500,405000,10,30
65.63,328.15,159.5,0,0.15,449.7,500,270000,5,5
2.48,12.4,22.7,0,0,239.7,500,126000,5,20
61.27,306.35,73.25,0,0.15,486.3,500,256500,10,30
7.67,38.35,30.05,1.8,0,393.55,499.45,157500,10,30
44.86,224.3,132.1,0,0.1,430.85,500,279000,5,25
3.06,15.3,0,73.45,0,500,101.95,265500,10,35
4.32,21.6,0,110.5,0,500,95.9,396000,10,30
3.13,15.65,21.8,0,0,291.6,500,81000,10,35
3.96,19.8,30.05,0,0,275.1,500,22500,5,20
3.13,15.65,21.6,0,0,293.35,500,22500,5,20
3.06,15.3,23.2,0,0,275.25,500,49500,10,35
3.46,17.3,16.2,0,0,364.95,500,117000,10,30
3.71,18.55,32.4,0,0,248.45,500,36000,5,15
51.62,258.1,126,0,0.1,449.3,500,373500,5,25
3.31,16.55,21.05,0,0,309.05,500,49500,5,20
77.33,386.65,30.05,0.35,0.2,498.5,500,301500,10,30
3.71,18.55,23.6,0,0,309,500,414000,5,15
56.84,284.2,221.75,0,0.15,394.2,500,153000,5,5
39.31,196.55,29.35,1.25,0.1,494.5,500,319500,5,15
3.85,19.25,23.05,0,0,320.5,500,135000,5,10
4.18,20.9,33.65,0,0,263.8,500,135000,5,5
46.84,234.2,79.2,0,0.1,473.65,500,373500,5,25
39.85,199.25,94.7,0,0.1,451.6,500,337500,5,5
67.28,336.4,161.8,0,0.15,450.6,500,189000,5,20
4.57,22.85,24.5,0,0,341.05,500,414000,10,35
45.25,226.25,98.8,0,0.1,458.2,500,337500,5,5
51.08,255.4,121.3,0,0.1,451.65,500,166500,5,10
2.56,12.8,21.4,0,0,256.65,500,0,10,30
3.17,15.85,22.85,0,0,285,500,72000,5,25
4.43,22.15,15.85,0.2,0,406.6,500,4500,5,5
3.35,16.75,0,87.1,0,500,94.4,274500,5,15
6.7,33.5,26.3,0,0,393.3,500,27000,10,30
72.86,364.3,270.2,0,0.15,401.6,500,153000,5,20
8.71,43.55,0,128.9,0,500,160.05,229500,5,15
41.29,206.45,34,4.7,0.1,493.35,499.85,337500,5,10
3.06,15.3,22.3,0,0,282.85,500,76500,10,30
6.48,32.4,0,124.9,0,500,125.55,234000,10,35
4.57,22.85,21.25,0,0,366.15,500,423000,5,10
22.1,110.5,42.65,83.15,0.05,466.45,399.5,220500,5,20
48.71,243.55,148.7,0,0.1,426.75,500,306000,5,10
47.59,237.95,80.3,0,0.1,473.75,500,270000,5,20
39.28,196.4,52.2,0,0.1,483.2,500,283500,5,15
2.88,14.4,20.9,0,0,283.7,500,90000,5,5
3.89,19.45,0,128.9,0,500,74.6,355500,5,25
36.58,182.9,1.6,19.8,0.1,500,497.1,396000,5,15
3.13,15.65,0,84.95,0,500,90.6,364500,10,35
3.1,15.5,17.1,0,0,335.8,500,27000,10,35
4.86,24.3,39.6,0,0,261.5,500,4500,5,15
79.24,396.2,110.35,0,0.2,481.65,500,198000,5,20
66.96,334.8,170.65,0,0.15,445.45,500,207000,5,5
3.13,15.65,0,71.8,0,500,106.5,355500,5,15
3.13,15.65,27.35,0,0,248.35,500,54000,5,5
2.99,14.95,23.6,0,0,267.55,500,49500,5,20
3.38,16.9,19.25,0,0,329.85,500,423000,5,25
2.99,14.95,0,84.6,0,500,87,315000,10,35
4.9,24.5,0.2,86.05,0,500,136.9,220500,5,10
3.2,16,34.2,0,0,211.9,500,36000,5,5
2.92,14.6,24.3,0,0,257.5,500,13500,5,15
4.82,24.1,0,103.15,0,500,113.75,378000,10,30
2.84,14.2,27.7,0,0,228.1,500,94500,5,25
66.38,331.9,141.5,0,0.15,459.95,500,175500,5,5
34.88,174.4,48.6,0,0.1,481.65,500,184500,5,15
38.16,190.8,10.8,1.25,0.1,499.2,500,193500,10,30
131.33,656.65,287.8,0,0.3,457.95,500,315000,5,25
5.83,29.15,26.65,0,0,369,500,63000,5,15
3.2,16,21.6,0,0,297.6,500,0,10,35
3.06,15.3,29.15,0,0,232.35,500,90000,5,20
90.4,452,96.3,0,0.2,489,500,279000,10,30
4.14,20.7,0,136.25,0,500,75.1,387000,5,25
24.88,124.4,78.3,0,0.05,423.15,500,409500,5,10
3.82,19.1,8.8,73.6,0,454.1,125.6,400500,5,15
4.75,23.75,0,89.45,0,500,128.3,234000,5,15
82.62,413.1,137.7,0,0.2,474.35,500,337500,5,15
4.57,22.85,22.7,0,0,354.7,500,418500,5,10
47.77,238.85,173.9,0,0.1,404.2,500,153000,5,15
93.85,469.25,172.25,0,0.2,469.4,500,171000,5,20
3.78,18.9,22.3,0,0,323.3,500,126000,10,35
3.46,17.3,0,69.5,0,500,120.75,198000,5,10
2.95,14.75,8.3,2.9,0,435.75,490.6,108000,5,25
62.06,310.3,166.3,0,0.15,440.7,500,193500,5,20
86.62,433.1,239.05,0,0.2,437.75,500,247500,5,25
5.15,25.75,0,105.5,0,500,118.55,391500,5,25
3.56,17.8,24.85,0,0,291.15,500,36000,5,20
3.96,19.8,10.8,3.25,0,438.95,493.4,414000,10,35
5.83,29.15,0,113.75,0,500,124.1,337500,10,35
3.82,19.1,16,0,0,383.3,500,126000,5,5
5.33,26.65,0,93.8,0,500,136.65,234000,10,35
3.64,18.2,29.9,0,0,259.95,500,36000,5,20
49.03,245.15,90.7,0,0.1,468.95,500,351000,5,10
5.08,25.4,20,0,0,392.85,500,121500,5,5
3.13,15.65,24.85,0,0,266.45,500,67500,5,15
3.42,17.1,28.25,0,0,258.9,500,85500,5,20
3.02,15.1,24.5,0,0,262.35,500,36000,5,15
3.71,18.55,25,0,0,297.95,500,81000,5,10
61.38,306.9,119.15,0,0.15,466.1,500,247500,5,25
94.54,472.7,140.6,0,0.2,479.25,500,265500,5,10
2.7,13.5,0,25.4,0,500,234.65,207000,5,25
5.11,25.55,0,103.15,0,500,120.2,234000,10,35
108.97,544.85,236.15,0,0.25,458.75,500,180000,5,5
3.67,18.35,35.45,0,0,229.85,500,40500,5,10
2.88,14.4,23.75,0,0,259.25,500,54000,5,10
53.03,265.15,176.95,0,0.1,415.9,500,333000,5,5
8.21,41.05,0,70,0,500,252.95,324000,5,25
2.99,14.95,0,84.05,0,500,87.55,243000,10,35
3.02,15.1,0,59.75,0,500,122.5,175500,10,35
2.7,13.5,25.9,0,0,231.1,500,58500,5,5
18.36,91.8,1.25,59.05,0.05,499.95,420.5,238500,10,35
2.77,13.85,27.55,0,0,224.6,500,54000,5,5
2.45,12.25,24.65,0,0,222.5,500,112500,5,20
2.77,13.85,0,56.15,0,500,119.75,207000,10,35
79.56,397.8,214.9,0,0.2,439.9,500,333000,5,10
2.88,14.4,0,61.75,0,500,113.55,265500,10,35
77.33,386.65,135.9,0,0.2,471.7,500,265500,5,5
3.06,15.3,9.7,2,0,422.3,495.8,81000,5,25
105.88,529.4,241,0,0.25,455.05,500,310500,5,20
3.85,19.25,26.1,0,0,296.8,500,58500,5,5
4.1,20.5,15.65,0.35,0,397.45,499.95,409500,5,15
3.53,17.65,20.15,0,0,329.45,500,409500,5,25
3.85,19.25,0,90,0,500,104.6,391500,5,10
6.77,33.85,27.35,0,0,388.9,500,36000,5,10
2.81,14.05,27.7,0,0,226.2,500,31500,5,5
3.02,15.1,23.05,0,0,274,500,31500,5,5
2.92,14.6,0,25.55,0,500,248.05,58500,5,15
72.5,362.5,145.1,0,0.15,464.2,500,171000,5,20
40.1,200.5,73.25,24.65,0.1,469.65,496.25,238500,5,5
3.56,17.8,16.75,0,0,364.15,500,414000,5,15
90.22,451.1,268.2,0,0.2,429.8,500,292500,5,20
3.1,15.5,27.9,0,0,242.8,500,139500,5,25
4.39,21.95,0,84.25,0,500,126.05,234000,5,15
4.5,22.5,0,79.9,0,500,135.55,382500,5,5
3.38,16.9,0,74.15,0,500,111.1,378000,10,30
105.23,526.15,178.2,0,0.25,473.6,500,247500,10,30
4.82,24.1,20.5,0,0,380.85,500,418500,5,10
3.1,15.5,20.5,0,0,301.55,500,117000,5,20
3.96,19.8,0,108.7,0,500,89.6,162000,10,35
2.56,12.8,23.6,0,0,238.4,500,148500,10,35
4.36,21.8,25,0,0,328.6,500,31500,10,35
4.21,21.05,0,117,0,500,88.55,198000,5,5
5.58,27.9,0,102.4,0,500,131.45,234000,5,10
4.86,24.3,23.4,0,0,360.15,500,409500,5,10
3.49,17.45,23.05,0,0,301.8,500,99000,5,5
5.9,29.5,24.5,0,0,384.65,500,112500,10,30
4.46,22.3,19.8,0,0,373.9,500,135000,5,5
3.28,16.4,12.05,0.2,0,402.95,499.95,90000,5,25
5.47,27.35,27.55,0,0,352.25,500,135000,5,10
34.16,170.8,95.4,0,0.1,436.5,500,211500,10,35
2.95,14.75,27,0,0,239.7,500,45000,5,10
55.37,276.85,92.15,0,0.15,474.4,500,265500,5,10
101.77,508.85,278.3,0,0.25,438.7,500,360000,5,20
4.39,21.95,21.25,0,0,359.25,500,121500,5,25
2.56,12.8,20,0,0,269.55,500,72000,5,10
5.4,27,29.35,0,0,338.5,500,144000,5,10
87.23,436.15,151.2,0,0.2,472.4,500,279000,5,10
3.1,15.5,0,83,0,500,91.8,378000,10,35
54.4,272,127.1,0,0.1,453,500,297000,5,10
3.74,18.7,27.35,0,0,282.2,500,409500,5,10
3.38,16.9,0,86.95,0,500,95.4,382500,10,30
37.87,189.35,56.35,0,0.1,479.25,500,180000,10,30
5.33,26.65,0,129.95,0,500,100.45,387000,5,5
4.79,23.95,0,126.55,0,500,93,324000,10,35
3.24,16.2,12.05,0.2,0,401.2,499.95,94500,5,10
84.17,420.85,176.2,0,0.2,461.2,500,207000,5,10
35.93,179.65,10.45,5.6,0.1,499.15,499.75,301500,10,30
70.7,353.5,221.2,0,0.15,423.85,500,288000,5,5
4,20,18.7,0,0,365.2,500,99000,5,15
2.92,14.6,0,56.7,0,500,124.7,391500,10,30
50.4,252,271.25,0,0.1,340.3,500,157500,5,15
3.02,15.1,0,82.45,0,500,90.05,324000,10,35
65.41,327.05,173,0,0.15,441.95,500,360000,5,20
2.66,13.3,0,59.6,0,500,108.9,243000,10,35
49.79,248.95,127.6,0,0.1,444.95,500,346500,10,30
65.52,327.6,173.35,0,0.15,441.95,500,283500,5,5
47.45,237.25,152.8,0,0.1,420.35,500,180000,5,20
115.52,577.6,418.7,0,0.25,404.85,500,157500,5,25
60.26,301.3,221.2,0,0.15,403.05,500,364500,5,20
71.14,355.7,142.2,0,0.15,464.25,500,301500,5,5
107.96,539.8,224.3,0,0.25,461.75,500,256500,5,5
3.17,15.85,0,85.5,0,500,91.15,364500,10,30
3.56,17.8,19.1,0,0,340.9,500,108000,5,10
105.66,528.3,172.6,0,0.25,475.3,500,256500,5,20
56.41,282.05,164.15,0,0.15,432.15,500,301500,5,20
2.84,14.2,0,83.5,0,500,83.85,346500,10,30
3.42,17.1,0,90.9,0,500,92.45,301500,10,30
3.92,19.6,0,96.65,0,500,99.35,274500,5,5
42.08,210.4,101.35,0,0.1,450.45,500,211500,5,25
49.57,247.85,85.85,0,0.1,472.45,500,315000,5,15
52.92,264.6,149.6,0,0.1,435.25,500,319500,5,15
3.96,19.8,0,96.85,0,500,100.15,396000,5,5
2.77,13.85,28.25,0,0,220.1,500,72000,5,25
31.32,156.6,56.15,3.25,0.05,470.65,499.9,202500,10,35
4.03,20.15,0,89.65,0,500,109.65,387000,5,10
4.25,21.25,0,80.45,0,500,127.7,238500,10,30
92.63,463.15,237.8,0,0.2,444.8,500,22500,5,10
74.59,372.95,181.1,0,0.15,449.8,500,292500,5,20
41.83,209.15,90,0,0.1,459.3,500,333000,5,20
3.53,17.65,25.9,0,0,281.55,500,139500,5,25
2.99,14.95,27,0,0,242.2,500,94500,5,25
3.71,18.55,23.2,0,0,312.25,500,144000,5,25
2.77,13.85,24.1,0,0,249.15,500,94500,10,35
3.1,15.5,27.55,0,0,245.15,500,103500,10,30
52.67,263.35,130.5,0,0.1,448,500,189000,5,20
106.92,534.6,215.45,0,0.25,463.75,500,288000,5,20
2.77,13.85,22.85,0,0,259.15,500,126000,10,30
42.12,210.6,4.15,22.15,0.1,499.9,497.25,184500,10,30
2.95,14.75,19.25,0,0,304.1,500,76500,10,30
5.9,29.5,23.75,0,0,389.45,500,99000,10,30
3.13,15.65,16.75,0,0,341.35,500,94500,10,30
3.13,15.65,0,27.7,0,500,245.95,216000,10,35
3.74,18.7,15.1,0,0,389,500,126000,5,5
2.92,14.6,24.1,0,0,259.05,500,49500,5,25
44.53,222.65,70.55,0,0.1,476.65,500,274500,10,30
57.38,286.9,172.1,0,0.15,428.75,500,288000,5,25
93.31,466.55,70.9,0,0.2,494.3,500,391500,10,30
30.53,152.65,13.5,3.6,0.05,498.05,499.85,342000,5,5
95.08,475.4,204.65,0,0.2,459.25,500,351000,5,15
44.93,224.65,13.3,10.8,0.1,499.15,499.4,243000,5,25
3.6,18,36.35,0,0,221.9,500,414000,5,15
72.61,363.05,174.8,0,0.15,450.5,500,297000,5,5
3.74,18.7,0,66.4,0,500,135.55,225000,10,35
3.02,15.1,0,81.35,0,500,91.25,391500,5,10
59.04,295.2,112.15,0.2,0.15,467.4,500,351000,5,5
2.66,13.3,25,0,0,234.85,500,130500,5,15
3.17,15.85,21.4,0,0,297.6,500,49500,5,15
107.14,535.7,155.5,0,0.25,480.2,500,373500,5,20
37.33,186.65,20.9,1.1,0.1,496.9,500,382500,5,15
3.64,18.2,0,75.05,0,500,117.85,193500,10,35
3.6,18,33.3,0,0,237.75,500,427500,5,5
4.57,22.85,27,0,0,323,500,4500,5,25
3.92,19.6,16.55,0,0,382.05,500,67500,5,5
110.95,554.75,189.35,0,0.25,473.2,500,171000,5,20
6.34,31.7,0,106,0,500,143.25,234000,5,20
51.73,258.65,69.1,0,0.1,483.05,500,310500,5,15
53.68,268.4,150.85,0,0.1,435.85,500,337500,5,20
2.84,14.2,20.9,0,0,281,500,63000,10,35
3.2,16,29.7,0,0,237.15,500,121500,10,30
4.57,22.85,23.95,0,0,345.15,500,117000,5,15
3.78,18.9,0,82.1,0,500,112.15,225000,10,30
2.7,13.5,24.5,0,0,241.3,500,112500,5,5
3.53,17.65,33.5,0,0,233.05,500,405000,5,15
3.02,15.1,27.35,0,0,241.65,500,54000,5,15
2.92,14.6,28.1,0,0,230.55,500,85500,5,25
2.92,14.6,28.1,0,0,230.55,500,121500,5,20
56.88,284.4,31.5,7,0.15,496.95,499.85,391500,5,25
141.44,707.2,312.85,0,0,457.25,500,279000,5,10
54.32,271.6,79.75,17.45,0.1,479.75,498.95,238500,5,20
31.46,157.3,69.1,1.1,0.05,457.8,500,202500,10,30
88.34,441.7,132.85,0,0.2,478.8,500,355500,5,5
2.66,13.3,29.15,0,0,207.55,500,85500,5,5
3.56,17.8,31.7,0.2,0,244.8,499.95,400500,5,25
5.18,25.9,0,76.3,0,500,160.7,333000,5,20
3.89,19.45,14.6,1.45,0,399.9,498.6,4500,5,25
69.12,345.6,249.5,0,0.15,405.4,500,252000,5,5
6.16,30.8,28.45,0,0,367.3,500,76500,5,20
3.06,15.3,19.25,0,0,311.1,500,40500,5,20
